ltla24_name,ltla24_code,domain,subdomain,indicator,value,quantile
North Lanarkshire,S12000050,Healthy Places,Living conditions,Traffic volume,4.451938665747696,1
North Lanarkshire,S12000050,Healthy Places,Economic and working conditions,Unemployment,3.72989705,1
North Lanarkshire,S12000050,Healthy Places,Economic and working conditions,Workplace safety,313,1
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Alcohol misuse,142.32049598387442,5
South Lanarkshire,S12000029,Healthy Lives,Protective measures,Cancer screening,64.7,1
South Lanarkshire,S12000029,Healthy Lives,Protective measures,Child vaccine coverage,95.03541666666666,4
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Drug misuse,55.76012467834683,5
South Lanarkshire,S12000029,Healthy Lives,Children and young people,Early years development,18.06853582554517,2
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Healthy eating,18,2
South Lanarkshire,S12000029,Healthy Lives,Physiological risk factors,High blood pressure,23,4
South Lanarkshire,S12000029,Healthy Lives,Physiological risk factors,Low birth weight,14.900000000000006,4
South Lanarkshire,S12000029,Healthy Lives,Children and young people,National five attainment,77.35000000000001,5
South Lanarkshire,S12000029,Healthy Lives,Physiological risk factors,Overweight obesity adults,69,2
South Lanarkshire,S12000029,Healthy Lives,Physiological risk factors,Overweight obesity children,15.496983169260082,3
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Physical activity,63,2
South Lanarkshire,S12000029,Healthy Lives,Children and young people,Pupil absence,18.1,3
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Sedentary behaviour,21,3
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Sexual health,363.5,1
South Lanarkshire,S12000029,Healthy Lives,Behavioural risk factors,Smoking,16,2
South Lanarkshire,S12000029,Healthy Lives,Children and young people,Teenage pregnancy,25.3,2
South Lanarkshire,S12000029,Healthy Lives,Children and young people,Young people training,95,3
South Lanarkshire,S12000029,Healthy People,Mortality,All mortality,1230,2
South Lanarkshire,S12000029,Healthy People,Personal wellbeing,Anxiety,3.27,2
South Lanarkshire,S12000029,Healthy People,Mortality,Avoidable deaths,339.2,2
South Lanarkshire,S12000029,Healthy People,Physical health conditions,Cancer,618.4,3
South Lanarkshire,S12000029,Healthy People,Physical health conditions,Cardiovascular conditions,20.755581345631125,1
South Lanarkshire,S12000029,Healthy People,Physical health conditions,Dementia,51,4
South Lanarkshire,S12000029,Healthy People,Physical health conditions,Diabetes,6.9,5
South Lanarkshire,S12000029,Healthy People,Difficulties in daily life,Disability,20.7677414333249,2
South Lanarkshire,S12000029,Healthy People,Personal wellbeing,Happiness,7.43,3
South Lanarkshire,S12000029,Healthy People,Mortality,Healthy life expectancy,61.488379877878685,3
South Lanarkshire,S12000029,Healthy People,Mortality,Infant mortality,2.3,4
South Lanarkshire,S12000029,Healthy People,Personal wellbeing,Life satisfaction,7.39,2
South Lanarkshire,S12000029,Healthy People,Personal wellbeing,Life worthwhileness,7.74,3
South Lanarkshire,S12000029,Healthy People,Mental health,Mental health conditions,21.9,2
South Lanarkshire,S12000029,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7903508801800525,3
South Lanarkshire,S12000029,Healthy People,Mental health,Suicides,16.5,3
South Lanarkshire,S12000029,Healthy Places,Living conditions,Air pollution,3.9899,1
South Lanarkshire,S12000029,Healthy Places,Economic and working conditions,Child poverty,15.8,3
South Lanarkshire,S12000029,Healthy Places,Access to services,Gp appointments,0.5471,1
South Lanarkshire,S12000029,Healthy Places,Access to services,Gp travel time,11.533333333333331,3
South Lanarkshire,S12000029,Healthy Places,Living conditions,Household overcrowding,2.2,2
South Lanarkshire,S12000029,Healthy Places,Access to services,Internet access,0.904,2
South Lanarkshire,S12000029,Healthy Places,Economic and working conditions,Job training,7.2,1
South Lanarkshire,S12000029,Healthy Places,Crime,Low level crime,64.532877256,2
South Lanarkshire,S12000029,Healthy Places,Crime,Personal crime,209.571511465,3
South Lanarkshire,S12000029,Healthy Places,Access to services,Pharmacy travel time,10.35,2
South Lanarkshire,S12000029,Healthy Places,Access to green space,Private outdoor space,96.89999999999999,3
South Lanarkshire,S12000029,Healthy Places,Living conditions,Road safety,0.05298977812353779,3
South Lanarkshire,S12000029,Healthy Places,Living conditions,Rough sleeping,7.569335109603973,5
South Lanarkshire,S12000029,Healthy Places,Access to services,Sports centre travel time,10.2,3
South Lanarkshire,S12000029,Healthy Places,Living conditions,Traffic volume,0.9957568518874166,3
South Lanarkshire,S12000029,Healthy Places,Economic and working conditions,Unemployment,3.1391885100000003,3
South Lanarkshire,S12000029,Healthy Places,Economic and working conditions,Workplace safety,276,2
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Alcohol misuse,280.48021342819027,3
East Lothian,S12000010,Healthy Lives,Protective measures,Cancer screening,69.4,4
East Lothian,S12000010,Healthy Lives,Protective measures,Child vaccine coverage,95.56625,4
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Drug misuse,126.41769026318097,3
East Lothian,S12000010,Healthy Lives,Children and young people,Early years development,13.143382352941178,4
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Healthy eating,27,5
East Lothian,S12000010,Healthy Lives,Physiological risk factors,High blood pressure,25,2
East Lothian,S12000010,Healthy Lives,Physiological risk factors,Low birth weight,18.5,1
East Lothian,S12000010,Healthy Lives,Children and young people,National five attainment,72.6,3
East Lothian,S12000010,Healthy Lives,Physiological risk factors,Overweight obesity adults,68,3
East Lothian,S12000010,Healthy Lives,Physiological risk factors,Overweight obesity children,15.818181818181817,2
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Physical activity,69,4
East Lothian,S12000010,Healthy Lives,Children and young people,Pupil absence,21.2,1
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Sedentary behaviour,18,4
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Sexual health,659.5,5
East Lothian,S12000010,Healthy Lives,Behavioural risk factors,Smoking,10,5
East Lothian,S12000010,Healthy Lives,Children and young people,Teenage pregnancy,25.4,2
East Lothian,S12000010,Healthy Lives,Children and young people,Young people training,96.1,4
East Lothian,S12000010,Healthy People,Mortality,All mortality,1050,4
East Lothian,S12000010,Healthy People,Personal wellbeing,Anxiety,2.68,5
East Lothian,S12000010,Healthy People,Mortality,Avoidable deaths,247.6,5
East Lothian,S12000010,Healthy People,Physical health conditions,Cancer,590.7,4
East Lothian,S12000010,Healthy People,Physical health conditions,Cardiovascular conditions,11.249444197421077,5
East Lothian,S12000010,Healthy People,Physical health conditions,Dementia,69,1
East Lothian,S12000010,Healthy People,Physical health conditions,Diabetes,5.3,1
East Lothian,S12000010,Healthy People,Difficulties in daily life,Disability,18.13850852708647,4
East Lothian,S12000010,Healthy People,Personal wellbeing,Happiness,7.21,1
East Lothian,S12000010,Healthy People,Mortality,Healthy life expectancy,64.70079576565068,4
East Lothian,S12000010,Healthy People,Mortality,Infant mortality,3.5,2
East Lothian,S12000010,Healthy People,Personal wellbeing,Life satisfaction,7.43,2
East Lothian,S12000010,Healthy People,Personal wellbeing,Life worthwhileness,7.74,3
East Lothian,S12000010,Healthy People,Mental health,Mental health conditions,19.4,3
East Lothian,S12000010,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7907421480405373,3
East Lothian,S12000010,Healthy People,Mental health,Suicides,14.9,4
East Lothian,S12000010,Healthy Places,Living conditions,Air pollution,3.6817,2
East Lothian,S12000010,Healthy Places,Economic and working conditions,Child poverty,12.8,4
East Lothian,S12000010,Healthy Places,Access to services,Gp appointments,0.723,4
East Lothian,S12000010,Healthy Places,Access to services,Gp travel time,9.458333333333332,5
East Lothian,S12000010,Healthy Places,Living conditions,Household overcrowding,2.3,2
East Lothian,S12000010,Healthy Places,Access to services,Internet access,0.944,4
East Lothian,S12000010,Healthy Places,Economic and working conditions,Job training,20.3,5
East Lothian,S12000010,Healthy Places,Crime,Low level crime,52.46776345,3
East Lothian,S12000010,Healthy Places,Crime,Personal crime,201.689639837,4
East Lothian,S12000010,Healthy Places,Access to services,Pharmacy travel time,8.016666666666667,4
East Lothian,S12000010,Healthy Places,Access to green space,Private outdoor space,95.39999999999999,2
East Lothian,S12000010,Healthy Places,Living conditions,Road safety,0.06919041958091794,3
East Lothian,S12000010,Healthy Places,Living conditions,Rough sleeping,48.355899419729205,3
East Lothian,S12000010,Healthy Places,Access to services,Sports centre travel time,7.816666666666666,5
East Lothian,S12000010,Healthy Places,Living conditions,Traffic volume,0.9383398604441936,3
East Lothian,S12000010,Healthy Places,Economic and working conditions,Unemployment,2.81488239,5
East Lothian,S12000010,Healthy Places,Economic and working conditions,Workplace safety,196,5
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Alcohol misuse,199.09751265683468,4
West Lothian,S12000040,Healthy Lives,Protective measures,Cancer screening,65,2
West Lothian,S12000040,Healthy Lives,Protective measures,Child vaccine coverage,94.1375,3
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Drug misuse,116.89114086554645,3
West Lothian,S12000040,Healthy Lives,Children and young people,Early years development,19.40119760479042,2
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Healthy eating,22,4
West Lothian,S12000040,Healthy Lives,Physiological risk factors,High blood pressure,21,5
West Lothian,S12000040,Healthy Lives,Physiological risk factors,Low birth weight,16.700000000000003,2
West Lothian,S12000040,Healthy Lives,Children and young people,National five attainment,72,2
West Lothian,S12000040,Healthy Lives,Physiological risk factors,Overweight obesity adults,66,4
West Lothian,S12000040,Healthy Lives,Physiological risk factors,Overweight obesity children,16.032887975334017,2
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Physical activity,65,3
West Lothian,S12000040,Healthy Lives,Children and young people,Pupil absence,14.2,3
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Sedentary behaviour,21,3
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Sexual health,659.5,5
West Lothian,S12000040,Healthy Lives,Behavioural risk factors,Smoking,16,3
West Lothian,S12000040,Healthy Lives,Children and young people,Teenage pregnancy,23.1,3
West Lothian,S12000040,Healthy Lives,Children and young people,Young people training,94.8,3
West Lothian,S12000040,Healthy People,Mortality,All mortality,1220,2
West Lothian,S12000040,Healthy People,Personal wellbeing,Anxiety,3.59,1
West Lothian,S12000040,Healthy People,Mortality,Avoidable deaths,315.5,2
West Lothian,S12000040,Healthy People,Physical health conditions,Cancer,639.6,2
West Lothian,S12000040,Healthy People,Physical health conditions,Cardiovascular conditions,13.751926040061633,4
West Lothian,S12000040,Healthy People,Physical health conditions,Dementia,53,4
West Lothian,S12000040,Healthy People,Physical health conditions,Diabetes,5.3,1
West Lothian,S12000040,Healthy People,Difficulties in daily life,Disability,20.882748396883404,2
West Lothian,S12000040,Healthy People,Personal wellbeing,Happiness,7.25,2
West Lothian,S12000040,Healthy People,Mortality,Healthy life expectancy,60.482638215324926,2
West Lothian,S12000040,Healthy People,Mortality,Infant mortality,3,3
West Lothian,S12000040,Healthy People,Personal wellbeing,Life satisfaction,7.38,2
West Lothian,S12000040,Healthy People,Personal wellbeing,Life worthwhileness,7.46,1
West Lothian,S12000040,Healthy People,Mental health,Mental health conditions,20.5,3
West Lothian,S12000040,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7155167555488987,5
West Lothian,S12000040,Healthy People,Mental health,Suicides,16.5,3
West Lothian,S12000040,Healthy Places,Living conditions,Air pollution,3.8394,1
West Lothian,S12000040,Healthy Places,Economic and working conditions,Child poverty,16.3,3
West Lothian,S12000040,Healthy Places,Access to services,Gp appointments,0.723,4
West Lothian,S12000040,Healthy Places,Access to services,Gp travel time,13.733333333333333,2
West Lothian,S12000040,Healthy Places,Living conditions,Household overcrowding,2,2
West Lothian,S12000040,Healthy Places,Access to services,Internet access,0.902,2
West Lothian,S12000040,Healthy Places,Economic and working conditions,Job training,13.9,4
West Lothian,S12000040,Healthy Places,Crime,Low level crime,64.109619194,3
West Lothian,S12000040,Healthy Places,Crime,Personal crime,273.772837336,1
West Lothian,S12000040,Healthy Places,Access to services,Pharmacy travel time,8.933333333333334,3
West Lothian,S12000040,Healthy Places,Access to green space,Private outdoor space,97.5,4
West Lothian,S12000040,Healthy Places,Living conditions,Road safety,0.14924398035529715,2
West Lothian,S12000040,Healthy Places,Living conditions,Rough sleeping,57.12420434143952,3
West Lothian,S12000040,Healthy Places,Access to services,Sports centre travel time,9.8,4
West Lothian,S12000040,Healthy Places,Living conditions,Traffic volume,2.750053531765655,2
West Lothian,S12000040,Healthy Places,Economic and working conditions,Unemployment,3.02829467,4
West Lothian,S12000040,Healthy Places,Economic and working conditions,Workplace safety,331,1
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Alcohol misuse,310.5225188086159,3
Midlothian,S12000019,Healthy Lives,Protective measures,Cancer screening,67.9,3
Midlothian,S12000019,Healthy Lives,Protective measures,Child vaccine coverage,95.615,5
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Drug misuse,146.65529367687313,2
Midlothian,S12000019,Healthy Lives,Children and young people,Early years development,13.953488372093023,4
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Healthy eating,23,4
Midlothian,S12000019,Healthy Lives,Physiological risk factors,High blood pressure,20,5
Midlothian,S12000019,Healthy Lives,Physiological risk factors,Low birth weight,17.299999999999997,1
Midlothian,S12000019,Healthy Lives,Children and young people,National five attainment,65.9,1
Midlothian,S12000019,Healthy Lives,Physiological risk factors,Overweight obesity adults,67,3
Midlothian,S12000019,Healthy Lives,Physiological risk factors,Overweight obesity children,15.996343692870202,2
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Physical activity,71,5
Midlothian,S12000019,Healthy Lives,Children and young people,Pupil absence,14.2,4
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Sedentary behaviour,17,5
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Sexual health,659.5,5
Midlothian,S12000019,Healthy Lives,Behavioural risk factors,Smoking,13,4
Midlothian,S12000019,Healthy Lives,Children and young people,Teenage pregnancy,29.4,1
Midlothian,S12000019,Healthy Lives,Children and young people,Young people training,95.4,4
Midlothian,S12000019,Healthy People,Mortality,All mortality,1050,4
Midlothian,S12000019,Healthy People,Personal wellbeing,Anxiety,2.67,5
Midlothian,S12000019,Healthy People,Mortality,Avoidable deaths,292.3,3
Midlothian,S12000019,Healthy People,Physical health conditions,Cancer,645.7,2
Midlothian,S12000019,Healthy People,Physical health conditions,Cardiovascular conditions,10.543130990415335,5
Midlothian,S12000019,Healthy People,Physical health conditions,Dementia,55,3
Midlothian,S12000019,Healthy People,Physical health conditions,Diabetes,5.3,1
Midlothian,S12000019,Healthy People,Difficulties in daily life,Disability,18.920540729751803,3
Midlothian,S12000019,Healthy People,Personal wellbeing,Happiness,7.37,2
Midlothian,S12000019,Healthy People,Mortality,Healthy life expectancy,60.84047739754965,3
Midlothian,S12000019,Healthy People,Mortality,Infant mortality,1.9,5
Midlothian,S12000019,Healthy People,Personal wellbeing,Life satisfaction,7.46,3
Midlothian,S12000019,Healthy People,Personal wellbeing,Life worthwhileness,7.87,3
Midlothian,S12000019,Healthy People,Mental health,Mental health conditions,19.5,3
Midlothian,S12000019,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7648498492637141,5
Midlothian,S12000019,Healthy People,Mental health,Suicides,15.3,4
Midlothian,S12000019,Healthy Places,Living conditions,Air pollution,3.8111,2
Midlothian,S12000019,Healthy Places,Economic and working conditions,Child poverty,14.6,4
Midlothian,S12000019,Healthy Places,Access to services,Gp appointments,0.723,4
Midlothian,S12000019,Healthy Places,Access to services,Gp travel time,10.116666666666667,4
Midlothian,S12000019,Healthy Places,Living conditions,Household overcrowding,2.3,2
Midlothian,S12000019,Healthy Places,Access to services,Internet access,0.936,4
Midlothian,S12000019,Healthy Places,Economic and working conditions,Job training,14,4
Midlothian,S12000019,Healthy Places,Crime,Low level crime,52.045759044,3
Midlothian,S12000019,Healthy Places,Crime,Personal crime,221.16871071,3
Midlothian,S12000019,Healthy Places,Access to services,Pharmacy travel time,9.391666666666666,3
Midlothian,S12000019,Healthy Places,Access to green space,Private outdoor space,97.7,4
Midlothian,S12000019,Healthy Places,Living conditions,Road safety,0.09007404929962594,2
Midlothian,S12000019,Healthy Places,Living conditions,Rough sleeping,15.26562181966212,5
Midlothian,S12000019,Healthy Places,Access to services,Sports centre travel time,8.508333333333333,5
Midlothian,S12000019,Healthy Places,Living conditions,Traffic volume,1.1991107813012702,3
Midlothian,S12000019,Healthy Places,Economic and working conditions,Unemployment,2.34483956,5
Midlothian,S12000019,Healthy Places,Economic and working conditions,Workplace safety,166,5
Moray,S12000020,Healthy Lives,Behavioural risk factors,Alcohol misuse,373.6741620704285,2
Moray,S12000020,Healthy Lives,Protective measures,Cancer screening,71.2,5
Moray,S12000020,Healthy Lives,Protective measures,Child vaccine coverage,92.91083333333333,2
Moray,S12000020,Healthy Lives,Behavioural risk factors,Drug misuse,91.61452402061052,4
Moray,S12000020,Healthy Lives,Children and young people,Early years development,12.66891891891892,5
Moray,S12000020,Healthy Lives,Behavioural risk factors,Healthy eating,24,4
Moray,S12000020,Healthy Lives,Physiological risk factors,High blood pressure,25,2
Moray,S12000020,Healthy Lives,Physiological risk factors,Low birth weight,18.900000000000006,1
Moray,S12000020,Healthy Lives,Children and young people,National five attainment,71.64999999999999,2
Moray,S12000020,Healthy Lives,Physiological risk factors,Overweight obesity adults,71,1
Moray,S12000020,Healthy Lives,Physiological risk factors,Overweight obesity children,16,2
Moray,S12000020,Healthy Lives,Behavioural risk factors,Physical activity,67,4
Moray,S12000020,Healthy Lives,Children and young people,Pupil absence,20.2,2
Moray,S12000020,Healthy Lives,Behavioural risk factors,Sedentary behaviour,21,3
Moray,S12000020,Healthy Lives,Behavioural risk factors,Sexual health,582,5
Moray,S12000020,Healthy Lives,Behavioural risk factors,Smoking,18,1
Moray,S12000020,Healthy Lives,Children and young people,Teenage pregnancy,21.5,4
Moray,S12000020,Healthy Lives,Children and young people,Young people training,95.4,4
Moray,S12000020,Healthy People,Mortality,All mortality,1130,3
Moray,S12000020,Healthy People,Personal wellbeing,Anxiety,2.65,5
Moray,S12000020,Healthy People,Mortality,Avoidable deaths,261.8,4
Moray,S12000020,Healthy People,Physical health conditions,Cancer,601.5,4
Moray,S12000020,Healthy People,Physical health conditions,Cardiovascular conditions,15.358506576156131,4
Moray,S12000020,Healthy People,Physical health conditions,Dementia,59,1
Moray,S12000020,Healthy People,Physical health conditions,Diabetes,5.6,2
Moray,S12000020,Healthy People,Difficulties in daily life,Disability,18.268138577310804,4
Moray,S12000020,Healthy People,Personal wellbeing,Happiness,7.39,3
Moray,S12000020,Healthy People,Mortality,Healthy life expectancy,62.55146872731044,3
Moray,S12000020,Healthy People,Mortality,Infant mortality,3.6,2
Moray,S12000020,Healthy People,Personal wellbeing,Life satisfaction,7.44,3
Moray,S12000020,Healthy People,Personal wellbeing,Life worthwhileness,7.59,1
Moray,S12000020,Healthy People,Mental health,Mental health conditions,18.6,4
Moray,S12000020,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8425344905237766,2
Moray,S12000020,Healthy People,Mental health,Suicides,20.7,1
Moray,S12000020,Healthy Places,Living conditions,Air pollution,2.6734,5
Moray,S12000020,Healthy Places,Economic and working conditions,Child poverty,16.2,3
Moray,S12000020,Healthy Places,Access to services,Gp appointments,0.6241,1
Moray,S12000020,Healthy Places,Access to services,Gp travel time,23.666666666666668,1
Moray,S12000020,Healthy Places,Living conditions,Household overcrowding,1.3,5
Moray,S12000020,Healthy Places,Access to services,Internet access,NA,3
Moray,S12000020,Healthy Places,Economic and working conditions,Job training,5.9,1
Moray,S12000020,Healthy Places,Crime,Low level crime,32.456512516,4
Moray,S12000020,Healthy Places,Crime,Personal crime,222.21043699499998,2
Moray,S12000020,Healthy Places,Access to services,Pharmacy travel time,11.116666666666665,2
Moray,S12000020,Healthy Places,Access to green space,Private outdoor space,95.1,2
Moray,S12000020,Healthy Places,Living conditions,Road safety,0.010278175757280635,5
Moray,S12000020,Healthy Places,Living conditions,Rough sleeping,79.22256258582443,1
Moray,S12000020,Healthy Places,Access to services,Sports centre travel time,12.116666666666667,2
Moray,S12000020,Healthy Places,Living conditions,Traffic volume,0.22701362107385054,4
Moray,S12000020,Healthy Places,Economic and working conditions,Unemployment,3.2288044100000004,2
Moray,S12000020,Healthy Places,Economic and working conditions,Workplace safety,298,2
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Alcohol misuse,2463.6294027565086,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Protective measures,Cancer screening,67.6,3
Na h-Eileanan Siar,S12000013,Healthy Lives,Protective measures,Child vaccine coverage,96.1875,5
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Drug misuse,434.41354121709804,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Children and young people,Early years development,25.274725274725274,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Healthy eating,19,2
Na h-Eileanan Siar,S12000013,Healthy Lives,Physiological risk factors,High blood pressure,28,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Physiological risk factors,Low birth weight,16.099999999999994,3
Na h-Eileanan Siar,S12000013,Healthy Lives,Children and young people,National five attainment,69.75,2
Na h-Eileanan Siar,S12000013,Healthy Lives,Physiological risk factors,Overweight obesity adults,71,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Physiological risk factors,Overweight obesity children,21.71428571428571,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Physical activity,63,2
Na h-Eileanan Siar,S12000013,Healthy Lives,Children and young people,Pupil absence,26.9,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Sedentary behaviour,24,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Sexual health,119,1
Na h-Eileanan Siar,S12000013,Healthy Lives,Behavioural risk factors,Smoking,14,4
Na h-Eileanan Siar,S12000013,Healthy Lives,Children and young people,Teenage pregnancy,16,5
Na h-Eileanan Siar,S12000013,Healthy Lives,Children and young people,Young people training,97.6,5
Na h-Eileanan Siar,S12000013,Healthy People,Mortality,All mortality,1190,2
Na h-Eileanan Siar,S12000013,Healthy People,Personal wellbeing,Anxiety,2.33,5
Na h-Eileanan Siar,S12000013,Healthy People,Mortality,Avoidable deaths,293.1,3
Na h-Eileanan Siar,S12000013,Healthy People,Physical health conditions,Cancer,665.8,1
Na h-Eileanan Siar,S12000013,Healthy People,Physical health conditions,Cardiovascular conditions,16.84532924961715,3
Na h-Eileanan Siar,S12000013,Healthy People,Physical health conditions,Dementia,57,2
Na h-Eileanan Siar,S12000013,Healthy People,Physical health conditions,Diabetes,6.5,4
Na h-Eileanan Siar,S12000013,Healthy People,Difficulties in daily life,Disability,18.484470418280914,4
Na h-Eileanan Siar,S12000013,Healthy People,Personal wellbeing,Happiness,8.12,5
Na h-Eileanan Siar,S12000013,Healthy People,Mortality,Healthy life expectancy,65.68328078078079,5
Na h-Eileanan Siar,S12000013,Healthy People,Mortality,Infant mortality,3,3
Na h-Eileanan Siar,S12000013,Healthy People,Personal wellbeing,Life satisfaction,8.24,5
Na h-Eileanan Siar,S12000013,Healthy People,Personal wellbeing,Life worthwhileness,8.27,5
Na h-Eileanan Siar,S12000013,Healthy People,Mental health,Mental health conditions,18.5,4
Na h-Eileanan Siar,S12000013,Healthy People,Physical health conditions,Musculoskeletal conditions,0.9500713865057305,1
Na h-Eileanan Siar,S12000013,Healthy People,Mental health,Suicides,22.1,1
Na h-Eileanan Siar,S12000013,Healthy Places,Living conditions,Air pollution,1.7447,5
Na h-Eileanan Siar,S12000013,Healthy Places,Economic and working conditions,Child poverty,11.600000000000001,5
Na h-Eileanan Siar,S12000013,Healthy Places,Access to services,Gp appointments,0.8551000000000001,5
Na h-Eileanan Siar,S12000013,Healthy Places,Access to services,Gp travel time,17.766666666666666,1
Na h-Eileanan Siar,S12000013,Healthy Places,Living conditions,Household overcrowding,0.8,5
Na h-Eileanan Siar,S12000013,Healthy Places,Access to services,Internet access,0.859,1
Na h-Eileanan Siar,S12000013,Healthy Places,Economic and working conditions,Job training,9.2,2
Na h-Eileanan Siar,S12000013,Healthy Places,Crime,Low level crime,17.228177642,5
Na h-Eileanan Siar,S12000013,Healthy Places,Crime,Personal crime,120.980091883,5
Na h-Eileanan Siar,S12000013,Healthy Places,Access to services,Pharmacy travel time,32.45,1
Na h-Eileanan Siar,S12000013,Healthy Places,Access to green space,Private outdoor space,93.4,1
Na h-Eileanan Siar,S12000013,Healthy Places,Living conditions,Road safety,0.0012930989547937637,5
Na h-Eileanan Siar,S12000013,Healthy Places,Living conditions,Rough sleeping,57.62581636573184,2
Na h-Eileanan Siar,S12000013,Healthy Places,Access to services,Sports centre travel time,18.133333333333333,1
Na h-Eileanan Siar,S12000013,Healthy Places,Living conditions,Traffic volume,0.044708896361994384,5
Na h-Eileanan Siar,S12000013,Healthy Places,Economic and working conditions,Unemployment,2.62155027,5
Na h-Eileanan Siar,S12000013,Healthy Places,Economic and working conditions,Workplace safety,257,3
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Alcohol misuse,1942.7792915531334,1
Orkney Islands,S12000023,Healthy Lives,Protective measures,Cancer screening,70,4
Orkney Islands,S12000023,Healthy Lives,Protective measures,Child vaccine coverage,94.35083333333333,3
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Drug misuse,216.09075466928385,2
Orkney Islands,S12000023,Healthy Lives,Children and young people,Early years development,12.925170068027212,5
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Healthy eating,25,5
Orkney Islands,S12000023,Healthy Lives,Physiological risk factors,High blood pressure,23,4
Orkney Islands,S12000023,Healthy Lives,Physiological risk factors,Low birth weight,26.900000000000006,1
Orkney Islands,S12000023,Healthy Lives,Children and young people,National five attainment,45.1,1
Orkney Islands,S12000023,Healthy Lives,Physiological risk factors,Overweight obesity adults,75,1
Orkney Islands,S12000023,Healthy Lives,Physiological risk factors,Overweight obesity children,15.060240963855422,3
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Physical activity,62,2
Orkney Islands,S12000023,Healthy Lives,Children and young people,Pupil absence,15.4,3
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Sedentary behaviour,21,3
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Sexual health,308.5,1
Orkney Islands,S12000023,Healthy Lives,Behavioural risk factors,Smoking,11,5
Orkney Islands,S12000023,Healthy Lives,Children and young people,Teenage pregnancy,15.2,5
Orkney Islands,S12000023,Healthy Lives,Children and young people,Young people training,96.4,5
Orkney Islands,S12000023,Healthy People,Mortality,All mortality,1010,4
Orkney Islands,S12000023,Healthy People,Personal wellbeing,Anxiety,2.88,4
Orkney Islands,S12000023,Healthy People,Mortality,Avoidable deaths,217.8,5
Orkney Islands,S12000023,Healthy People,Physical health conditions,Cancer,586.6,4
Orkney Islands,S12000023,Healthy People,Physical health conditions,Cardiovascular conditions,10.490463215258856,5
Orkney Islands,S12000023,Healthy People,Physical health conditions,Dementia,49,5
Orkney Islands,S12000023,Healthy People,Physical health conditions,Diabetes,5.9,2
Orkney Islands,S12000023,Healthy People,Difficulties in daily life,Disability,18.736030828516377,3
Orkney Islands,S12000023,Healthy People,Personal wellbeing,Happiness,8.11,5
Orkney Islands,S12000023,Healthy People,Mortality,Healthy life expectancy,74.0637622005324,5
Orkney Islands,S12000023,Healthy People,Mortality,Infant mortality,1.1,5
Orkney Islands,S12000023,Healthy People,Personal wellbeing,Life satisfaction,8.17,5
Orkney Islands,S12000023,Healthy People,Personal wellbeing,Life worthwhileness,8.31,5
Orkney Islands,S12000023,Healthy People,Mental health,Mental health conditions,18.6,4
