"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000019","Council area","Midlothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",11.7,5.1,8.8,2.9
"S12000020","Council area","Moray",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",28.7,11.2,15.6,7.9
"S12000021","Council area","North Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",9.3,8.3,14.9,4.5
"S12000023","Council area","Orkney Islands",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",6.7,6.4,12.9,3.1
"S12000026","Council area","Scottish Borders",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",16,8.4,13.2,5.2
"S12000027","Council area","Shetland Islands",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",9,9.2,16.5,4.9
"S12000028","Council area","South Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",8.7,8.8,16,4.6
"S12000029","Council area","South Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",23,3.5,5.2,2.3
"S12000030","Council area","Stirling",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",12.3,6.7,11.3,3.9
"S12000033","Council area","Aberdeen City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",29,8.5,12,6
"S12000034","Council area","Aberdeenshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",58,6.9,8.8,5.4
"S12000035","Council area","Argyll & Bute",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",6.3,5.1,10.4,2.4
"S12000036","Council area","City of Edinburgh",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",36.7,4.2,5.7,3
"S12000038","Council area","Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",6,2.8,5.9,1.3
"S12000039","Council area","West Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",3.3,6,15.6,2.2
"S12000040","Council area","West Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",27,6.2,8.9,4.3
"S12000041","Council area","Angus",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",18,8.8,13.4,5.6
"S12000042","Council area","Dundee City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",7.7,5.3,10.2,2.7
"S12000045","Council area","East Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",3.7,2,5.3,0.8
"S12000047","Council area","Fife",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",37.3,8.4,11.3,6.2
"S12000048","Council area","Perth & Kinross",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",32.3,8.7,12.1,6.3
"S12000049","Council area","Glasgow City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",15.7,2.3,3.7,1.4
"S12000050","Council area","North Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in quintile 4",17.7,3.3,5.2,2.1
"S12000005","Council area","Clackmannanshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",1,2.1,11,0.4
"S12000006","Council area","Dumfries & Galloway",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",6.7,6.3,12.6,3
"S12000008","Council area","East Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",2.3,2.2,7.1,0.7
"S12000010","Council area","East Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",3.7,2.8,7.2,1
"S12000011","Council area","East Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",2.7,0.7,2.3,0.2
"S12000014","Council area","Falkirk",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",8.7,3,5.6,1.6
"S12000017","Council area","Highland",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",8,7.3,13.8,3.8
"S12000018","Council area","Inverclyde",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",0.7,1.1,7.9,0.1
"S12000019","Council area","Midlothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",3.7,3.1,8,1.2
"S12000020","Council area","Moray",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",6,6.4,13.3,3
"S12000021","Council area","North Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",3.7,5.2,13,2
"S12000026","Council area","Scottish Borders",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",1.7,3.4,12.8,0.8
"S12000028","Council area","South Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",5,4.2,9.5,1.8
"S12000029","Council area","South Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",8,1.8,3.6,0.9
"S12000030","Council area","Stirling",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",3.7,3,7.7,1.1
"S12000033","Council area","Aberdeen City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",19.7,2.9,4.4,1.9
"S12000034","Council area","Aberdeenshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",21.7,3.9,5.9,2.6
"S12000035","Council area","Argyll & Bute",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",0.3,1,12.5,0.1
"S12000036","Council area","City of Edinburgh",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",19.3,1.3,2,0.8
"S12000038","Council area","Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",3.3,0.9,2.5,0.3
"S12000039","Council area","West Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",1.7,5.3,18.9,1.3
"S12000040","Council area","West Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",7.3,3.4,6.7,1.7
"S12000041","Council area","Angus",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",3.3,3.8,10.2,1.4
"S12000042","Council area","Dundee City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",4,2.9,7.2,1.1
"S12000045","Council area","East Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",4.3,1,2.5,0.4
"S12000047","Council area","Fife",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",15.3,3.6,5.9,2.2
"S12000048","Council area","Perth & Kinross",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",14.3,7,11.3,4.2
"S12000049","Council area","Glasgow City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",9,1.6,3,0.8
"S12000050","Council area","North Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy in least deprived quintile (5)",6,2.2,4.7,1
"S12000005","Council area","Clackmannanshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",84.7,18.8,22.7,15.5
"S12000006","Council area","Dumfries & Galloway",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",166.7,15.3,17.6,13.3
"S12000008","Council area","East Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",185.7,17.1,19.5,15
"S12000010","Council area","East Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",110.7,11.8,14,9.9
"S12000011","Council area","East Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",29.7,3.8,5.4,2.7
"S12000013","Council area","Na h-Eileanan Siar",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",21,12,17.7,8
"S12000014","Council area","Falkirk",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",210,15.1,17,13.3
"S12000017","Council area","Highland",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",265.3,14.6,16.3,13
"S12000018","Council area","Inverclyde",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",82.7,13.8,16.8,11.3
"S12000019","Council area","Midlothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",125,12.6,14.8,10.7
"S12000020","Council area","Moray",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",116,14.7,17.3,12.4
"S12000021","Council area","North Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",229,21.5,24,19.1
"S12000023","Council area","Orkney Islands",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",10,6.8,12.1,3.7
"S12000026","Council area","Scottish Borders",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",102.7,13.2,15.7,11
"S12000027","Council area","Shetland Islands",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",17,9.9,15.2,6.2
"S12000028","Council area","South Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",133.7,17,19.8,14.5
"S12000029","Council area","South Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",335,11.4,12.6,10.3
"S12000030","Council area","Stirling",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",79.3,11.8,14.5,9.6
"S12000033","Council area","Aberdeen City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",258,12.1,13.5,10.8
"S12000034","Council area","Aberdeenshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",217,10.2,11.6,9
"S12000035","Council area","Argyll & Bute",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",55.7,10.7,13.6,8.3
"S12000036","Council area","City of Edinburgh",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",339.7,7.6,8.4,6.9
"S12000038","Council area","Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",177,11,12.6,9.5
"S12000039","Council area","West Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",126.3,16,18.7,13.6
"S12000040","Council area","West Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",244,14.7,16.5,13.1
"S12000041","Council area","Angus",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",137.3,17,19.8,14.6
"S12000042","Council area","Dundee City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",206.7,18.8,21.2,16.6
"S12000045","Council area","East Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",44,5.1,6.7,3.8
"S12000047","Council area","Fife",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",552,19,20.5,17.7
"S12000048","Council area","Perth & Kinross",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",151,14.1,16.3,12.2
"S12000049","Council area","Glasgow City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",637.3,10.6,11.3,9.8
"S12000050","Council area","North Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Percentage","Smoking during pregnancy",484.3,15.3,16.6,14.1
"S12000005","Council area","Clackmannanshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",8.2,20.6,40.4,8.8
"S12000006","Council area","Dumfries & Galloway",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",17.2,15.4,24.9,8.8
"S12000008","Council area","East Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",22.2,23.5,35.7,14.7
"S12000010","Council area","East Lothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",13,14.9,25.5,7.9
"S12000011","Council area","East Renfrewshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",8.2,11.3,22.2,4.8
"S12000013","Council area","Na h-Eileanan Siar",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",4.2,22.1,56.2,5.8
"S12000014","Council area","Falkirk",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",23.4,18.3,27.4,11.6
"S12000017","Council area","Highland",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",47.4,25.1,33.5,18.4
"S12000018","Council area","Inverclyde",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",10.8,17.4,31.5,8.5
"S12000019","Council area","Midlothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",11.6,15.3,27,7.8
"S12000020","Council area","Moray",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",15.8,20.7,33.9,11.7
"S12000021","Council area","North Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",21.2,20.1,30.8,12.3
"S12000023","Council area","Orkney Islands",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",4.4,27,67.2,7.4
"S12000026","Council area","Scottish Borders",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",16.2,18,29.5,10.1
"S12000027","Council area","Shetland Islands",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",2.8,14.4,43.6,2.6
"S12000028","Council area","South Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",13.6,16,27.3,8.5
"S12000029","Council area","South Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",43,16.5,22.2,11.9
"S12000030","Council area","Stirling",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",10.2,14,25.8,6.7
"S12000033","Council area","Aberdeen City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",27,14.4,21.1,9.4
"S12000034","Council area","Aberdeenshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",32.2,15.7,22.2,10.7
"S12000035","Council area","Argyll & Bute",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",12.6,17.3,30.1,8.9
"S12000036","Council area","City of Edinburgh",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",60.6,14.8,19.2,11.2
"S12000038","Council area","Renfrewshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",21.2,14,21.4,8.7
"S12000039","Council area","West Dunbartonshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",13.8,19,32.3,10.1
"S12000040","Council area","West Lothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",24,16.5,24.6,10.5
"S12000041","Council area","Angus",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",14.6,15.8,26.4,8.6
"S12000042","Council area","Dundee City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",30.6,26.2,37.4,17.6
"S12000045","Council area","East Dunbartonshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",11.2,13.4,24,6.7
"S12000047","Council area","Fife",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",48,16.6,22.1,12.2
"S12000048","Council area","Perth & Kinross",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",26.4,22.5,33,14.6
"S12000049","Council area","Glasgow City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",98.4,19.5,23.9,15.7
"S12000050","Council area","North Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-standardised rate per 100,000","Deaths from suicide (16+ years)",55.2,19.8,25.7,14.9
"S12000005","Council area","Clackmannanshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,4.8,53.5,0
"S12000006","Council area","Dumfries & Galloway",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,5.7,27.9,0.2
"S12000008","Council area","East Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,15.8,46.1,3.2
"S12000010","Council area","East Lothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,6.8,33.4,0.2
"S12000011","Council area","East Renfrewshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,9.8,40.5,0.7
"S12000013","Council area","Na h-Eileanan Siar",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,11.2,125.2,0
"S12000014","Council area","Falkirk",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,13.1,36,3
"S12000017","Council area","Highland",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",6,17.1,37.1,6.2
"S12000018","Council area","Inverclyde",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,4.8,38.9,0
"S12000019","Council area","Midlothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,14.8,50.8,2
"S12000020","Council area","Moray",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,16,52.3,2.4
"S12000021","Council area","North Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,15.9,43.7,3.7
"S12000023","Council area","Orkney Islands",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,32,178,0.4
"S12000026","Council area","Scottish Borders",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,8.2,36.8,0.4
"S12000027","Council area","Shetland Islands",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,10.8,121.2,0
"S12000028","Council area","South Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,12.1,43.7,1.4
"S12000029","Council area","South Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",6.4,12.3,26.1,4.7
"S12000030","Council area","Stirling",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,6.4,31.5,0.2
"S12000033","Council area","Aberdeen City",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,8.2,22,2
"S12000034","Council area","Aberdeenshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,11,27.1,3.2
"S12000035","Council area","Argyll & Bute",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,8,44.4,0.1
"S12000036","Council area","City of Edinburgh",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",6.8,6.5,13.5,2.6
"S12000038","Council area","Renfrewshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,7.3,25.1,1
"S12000039","Council area","West Dunbartonshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,15.1,51.6,2
"S12000040","Council area","West Lothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",5.4,17.7,40.1,6
"S12000041","Council area","Angus",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,12.5,43,1.7
"S12000042","Council area","Dundee City",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,11.3,30.2,2.7
"S12000045","Council area","East Dunbartonshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,9.7,39.7,0.7
"S12000047","Council area","Fife",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",5.6,8.7,19.5,3
"S12000048","Council area","Perth & Kinross",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",NA,12.3,37,2.3
"S12000049","Council area","Glasgow City",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",14.2,11.3,18.9,6.2
"S12000050","Council area","North Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Crude rate per 100,000 population","Deaths from suicide in young people, aged 11-25 years",8.2,13.7,26.8,6
"S12000005","Council area","Clackmannanshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",48.3,36.7,48.6,27.1
"S12000006","Council area","Dumfries & Galloway",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",84,24.1,29.8,19.2
"S12000008","Council area","East Ayrshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",82.3,25.9,32.2,20.6
"S12000010","Council area","East Lothian",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",68.7,25.4,32.2,19.8
"S12000011","Council area","East Renfrewshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",35.3,12.3,17.1,8.6
"S12000013","Council area","Na h-Eileanan Siar",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",10.7,16,28.8,7.9
"S12000014","Council area","Falkirk",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",106.7,26.6,32.2,21.8
"S12000017","Council area","Highland",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",122,20.6,24.6,17.1
"S12000018","Council area","Inverclyde",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",44,22.5,30.3,16.4
"S12000019","Council area","Midlothian",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",68.3,29.4,37.2,22.8
"S12000020","Council area","Moray",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",52.7,21.5,28.1,16.1
"S12000021","Council area","North Ayrshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",97.3,27.7,33.8,22.5
"S12000023","Council area","Orkney Islands",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",NA,15.2,29.9,6.5
"S12000026","Council area","Scottish Borders",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",57.3,20.2,26.1,15.3
